epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
17,0.0542873615026474,0.03237208984792232,60.467274017333985,0.0025,0.054135514354264294,0.032331334358012234,15.18792653966833
18,0.05428666844964027,0.03240195907652378,60.46772521972656,0.0025,0.054135514354264294,0.03236316213453257,15.187763390717683
19,0.05428666859865189,0.03243476077914238,60.46742004394531,0.0025,0.054135514354264294,0.03239497031878542,15.187601407368978
20,0.05428717225790024,0.03245808012783527,60.46724899291992,0.00125,0.054135514354264294,0.032409095377833756,15.18752991711652
21,0.054286668300628664,0.032470835745334624,60.467377471923825,0.00125,0.054135514354264294,0.03242237396814205,15.18746315991437
22,0.05428748726844788,0.032485859096050264,60.46735412597656,0.00125,0.054135514354264294,0.03243698372885033,15.187389267815483
23,0.054287424385547636,0.03249928921461105,60.46697189331055,0.00125,0.054135514354264294,0.032450085712803736,15.187322510613335
24,0.05428717240691185,0.03251330785453319,60.467133331298825,0.00125,0.054135514354264294,0.03246281075256842,15.187259356180826
25,0.05428767681121826,0.032525300532579425,60.46727081298828,0.00125,0.054135514354264294,0.032475111109239084,15.187198780201099
26,0.0542863529920578,0.03253393054008484,60.467596282958986,0.000625,0.054135514354264294,0.032481457072275656,15.187166390595612
27,0.0542877396941185,0.03254161395132542,60.46700469970703,0.000625,0.054135514354264294,0.03248737849019192,15.187137992293746
28,0.05428710922598839,0.032546180114150045,60.46751312255859,0.000625,0.054135514354264294,0.03249329411321216,15.187107969213415
29,0.054286542236804965,0.03255172945559025,60.46762115478516,0.000625,0.054135514354264294,0.03249984041408256,15.187074837861237
30,0.054288432598114014,0.03256059691309929,60.46687210083008,0.000625,0.054135514354264294,0.03250541427621135,15.18704707534225
31,0.054286793917417524,0.03256403543055057,60.46718933105469,0.000625,0.054135514354264294,0.032511685181547095,15.187015427483452
32,0.054287676513195035,0.03257068000733852,60.46749786376953,0.0003125,0.054135514354264294,0.03251507547166613,15.186999038413719
33,0.054288243651390074,0.03257542736828327,60.467395629882816,0.0003125,0.054135514354264294,0.03251905546144203,15.186978693361636
34,0.05428899943828583,0.0325777530670166,60.4671630859375,0.0003125,0.054135514354264294,0.03252061539226108,15.186970746075666
35,0.05428704664111137,0.032579626441001895,60.46716445922851,0.0003125,0.054135514354264294,0.03252488774833856,15.186950648272479
36,0.054288180619478224,0.03258330956101418,60.467325592041014,0.0003125,0.054135514354264294,0.0325275358778459,15.18693733215332
37,0.0542874875664711,0.032586430013179776,60.467520294189455,0.0003125,0.054135514354264294,0.03253109477184437,15.18691963619656
38,0.05985187768936157,0.03977004535496235,60.58902069091797,0.00015625,0.07720222462106634,0.054454989869285514,14.806337780422634
39,0.07225264549255371,0.049618579745292664,60.388643493652346,0.00015625,0.06693349999410135,0.04635436860499559,14.973845587836372
40,0.06723576098680496,0.04665691941976547,60.48783950805664,0.00015625,0.06723136841147034,0.046697459287113614,14.968690377694589
41,0.06741885095834732,0.04679952576756477,60.48891647338867,0.00015625,0.06727908965614107,0.04673028806293452,14.967973038002297
42,0.06743743658065796,0.04681257128715515,60.48895324707031,0.00015625,0.06727967328495449,0.04673419285703589,14.967962865476254
43,0.06743460148572922,0.04681544378399849,60.48920639038086,0.00015625,0.06727955628324438,0.04673692790998353,14.967950220461246
44,0.06743768870830535,0.046820293664932254,60.48931442260742,0.00015625,0.06727955628324438,0.046739836119943194,14.967934996993453
45,0.06848689526319504,0.04521168634295464,60.404167327880856,0.00015625,0.06989994093223854,0.04582613623804516,14.930277400546604
46,0.06895759791135787,0.046050068587064744,60.408900604248046,7.8125e-05,0.06410590366080955,0.04705185705312976,15.035660284536856
47,0.06209160789847374,0.04728300824761391,61.08728744506836,7.8125e-05,0.061251820237548264,0.047377482884460025,15.084245363871256
48,0.06149332135915756,0.0476992093026638,61.193892059326174,7.8125e-05,0.06133967541434147,0.04765332379826793,15.082355040091056
49,0.0615325728058815,0.04779834493994713,61.19579574584961,7.8125e-05,0.061359510515575054,0.04768283251259062,15.082004264548972
50,0.06153704673051834,0.04780759036540985,61.19559020996094,7.8125e-05,0.061360794636938304,0.04768612553124075,15.081973958898473
51,0.06153641641139984,0.047809425890445706,61.19512786865234,7.8125e-05,0.06136091136270099,0.04768767097481975,15.081965835006148
52,0.06153818055987358,0.04781151786446571,61.1957666015625,3.90625e-05,0.06136091136270099,0.04768832179683226,15.081962444164136
53,0.061538810580968856,0.047812561243772506,61.19544921875,3.90625e-05,0.06136091136270099,0.04768902905009411,15.081958523503056
54,0.061540637910366056,0.04781465396285057,61.195423736572266,3.90625e-05,0.06136091136270099,0.04768969629097868,15.08195509733977
55,0.06154044851660728,0.047815182656049726,61.19536514282227,3.90625e-05,0.06136091136270099,0.047690395955686214,15.081951989067925
56,0.0615405747294426,0.04781555995345116,61.19526351928711,3.90625e-05,0.06136091136270099,0.04769109161915602,15.081948845474809
57,0.06154221281409264,0.04781866520643234,61.19547088623047,3.90625e-05,0.06136091136270099,0.04769184426577003,15.081945560596607
58,0.061539503186941145,0.047816765159368516,61.19558135986328,1.953125e-05,0.06136091136270099,0.047692204377165544,15.081943582605433
59,0.06153849542140961,0.04781641036272049,61.194933319091795,1.953125e-05,0.06136102808846368,0.04769263154378644,15.081939732586896
60,0.06153717190027237,0.04781548798084259,61.195390625,1.953125e-05,0.06136091136270099,0.047692943502355506,15.081939803229439
61,0.061579448282718656,0.04785587996244431,61.19462387084961,1.953125e-05,0.0616574953827593,0.047969185229804784,15.077108665748879
62,0.061941909790039065,0.04818322226405144,61.18422012329101,1.953125e-05,0.061921296158322585,0.04820211618034928,15.072831966258862
63,0.06210653960704803,0.04833409458398819,61.178011932373046,1.953125e-05,0.06196166561157615,0.04823959218683066,15.072171952989367
64,0.062120968103408815,0.04834762573242188,61.17764297485351,9.765625e-06,0.06196236458641512,0.04824026674032211,15.072160473576298
65,0.06212449580430984,0.04835009187459946,61.176983947753904,9.765625e-06,0.062044619824047444,0.04832034351097213,15.070794847276476
66,0.06309242740273475,0.04930412605404854,61.1825700378418,9.765625e-06,0.063312867725337,0.049570293752131636,15.049760712517632
67,0.06348720967769622,0.04969230085611343,61.18266876220703,9.765625e-06,0.06331940243641536,0.04957509082224634,15.049654006958008
68,0.0634898565709591,0.04969297558069229,61.18265777587891,9.765625e-06,0.06331975261370341,0.04957553095839642,15.049647719771773
69,0.06348960399627686,0.04969342425465584,61.18304214477539,9.765625e-06,0.06331975261370341,0.04957573626328398,15.049648496839735
70,0.06349080175161362,0.049693872183561326,61.18294876098633,4.8828124e-06,0.0633198693394661,0.04957587644457817,15.049644187644676
71,0.06349004492163658,0.049694342017173765,61.18275619506836,4.8828124e-06,0.0633198693394661,0.0495759655755979,15.049645388567889
72,0.06348922595381737,0.04969384402036667,61.18296401977539,4.8828124e-06,0.0633198693394661,0.049576085336782316,15.049643198649088
73,0.0634898567199707,0.049694458693265914,61.182872924804684,4.8828124e-06,0.0633198693394661,0.04957618729935752,15.049644540857386
74,0.06349042356014252,0.049695329815149306,61.18245010375976,4.8828124e-06,0.0633198693394661,0.049576300023882476,15.049643763789424
75,0.06348985612392426,0.04969485878944397,61.18289321899414,4.8828124e-06,0.0633198693394661,0.04957640295227369,15.04964326929163
76,0.06349111676216125,0.04969555571675301,61.182427978515626,2.4414062e-06,0.0633198693394661,0.04957646228097103,15.049643092685276
77,0.06348928928375244,0.04969478383660317,61.182999267578126,2.4414062e-06,0.0633198693394661,0.04957653540703985,15.049640761481392
78,0.06348960340023041,0.049695204347372054,61.182623291015624,2.4414062e-06,0.0633198693394661,0.0495765947357372,15.049640266983598
79,0.06351921558380128,0.04969147190451622,61.18264678955078,2.4414062e-06,0.06338485661480162,0.049573856233446685,15.048718099240903
80,0.0635754792392254,0.049701960384845735,61.178045196533205,2.4414062e-06,0.06340154122423243,0.049578635642925896,15.048470532452619
81,0.06357938453555106,0.04970278933644295,61.17818893432617,2.4414062e-06,0.06340282382788481,0.04957935683153294,15.048452730532047
82,0.06358089715242386,0.049703177958726884,61.17798522949219,1.2207031e-06,0.06340282382788481,0.04957938980725077,15.048452306676793
83,0.06358146548271179,0.04970372557640076,61.17757507324219,1.2207031e-06,0.06340282382788481,0.04957942057538916,15.04845216539171
84,0.06358247190713882,0.049704430103302,61.17770477294922,1.2207031e-06,0.06340270737806956,0.049579394774304494,15.04845216539171
85,0.06358209460973739,0.04970500409603119,61.177555084228516,1.2207031e-06,0.06340282382788481,0.04957948445721909,15.048452024106625
86,0.06358240932226181,0.049704612493515016,61.177762756347654,1.2207031e-06,0.06340282382788481,0.04957951757091063,15.048451882821542
87,0.06358253628015519,0.049704162627458574,61.17790756225586,1.2207031e-06,0.06340270737806956,0.04957948763061453,15.048451812179
88,0.0635802674293518,0.049703545570373535,61.17785064697266,6.1035155e-07,0.06340282382788481,0.04957956434399993,15.048451670893916
89,0.06358228266239166,0.04970474570989609,61.1775666809082,6.1035155e-07,0.06340282382788481,0.049579580073003414,15.048451600251374
90,0.06358140081167221,0.0497044825553894,61.177610321044924,6.1035155e-07,0.06340282382788481,0.049579597181744046,15.048451600251374
91,0.0635828498005867,0.049704906195402146,61.17731857299805,6.1035155e-07,0.06340282382788481,0.04957961553224811,15.048451600251374
92,0.06358058243989945,0.04970414981245994,61.177642059326175,6.1035155e-07,0.06340282382788481,0.04957962863975101,15.048451600251374
93,0.06358146369457245,0.049703952223062516,61.177920227050784,6.1035155e-07,0.06340282382788481,0.04957964809404479,15.048451529608833
94,0.06357970029115677,0.04970272287726402,61.17796783447265,5e-07,0.06340282382788481,0.049579663685074556,15.048451388323748
95,0.06358215779066086,0.04970480978488922,61.17776992797852,5e-07,0.06340282382788481,0.04957967734447232,15.048451247038665
96,0.06358177930116654,0.04970449075102806,61.177689666748044,5e-07,0.06340270737806956,0.04957963264098874,15.048451529608833
97,0.06358089745044708,0.04970400139689445,61.17772262573242,5e-07,0.06340282382788481,0.04957970604300499,15.048451388323748
98,0.06358222007751464,0.049704160690307614,61.17800323486328,5e-07,0.06340282382788481,0.049579723013771906,15.048451176396123
99,0.06358184203505517,0.049704490154981615,61.17771835327149,5e-07,0.06340270737806956,0.04957967734447232,15.048451247038665
